Drug,Date,Predicted_Sales
M01AB,2027-06-01,4.822557354873324
M01AB,2027-06-02,4.759258477903671
M01AB,2027-06-03,4.653931299900634
M01AB,2027-06-04,4.628084198168409
M01AB,2027-06-05,5.667820838480716
M01AB,2027-06-06,5.48597755899266
M01AB,2027-06-07,4.819951569976084
M01AB,2027-06-08,4.898762886643816
M01AB,2027-06-09,4.853050795044802
M01AB,2027-06-10,4.874372064644429
M01AB,2027-06-11,4.916143879061634
M01AB,2027-06-12,5.6531486201809305
M01AB,2027-06-13,5.621437123660143
M01AB,2027-06-14,5.1065287400779615
M01AB,2027-06-15,5.027713245820256
M01AB,2027-06-16,4.9854113411519005
M01AB,2027-06-17,4.9793041526091395
M01AB,2027-06-18,4.9909494521786995
M01AB,2027-06-19,5.633541723405558
M01AB,2027-06-20,5.62380121898883
M01AB,2027-06-21,5.114304146068533
M01AB,2027-06-22,5.045968749542746
M01AB,2027-06-23,4.982905019789073
M01AB,2027-06-24,4.974259687435026
M01AB,2027-06-25,4.985904987004587
M01AB,2027-06-26,5.633541723405558
M01AB,2027-06-27,5.62380121898883
M01AB,2027-06-28,5.114304146068533
M01AB,2027-06-29,5.045968749542746
M01AB,2027-06-30,4.982905019789073
M01AE,2027-06-01,4.271932288793729
M01AE,2027-06-02,4.112896979627323
M01AE,2027-06-03,4.155859791737775
M01AE,2027-06-04,4.24097875445016
M01AE,2027-06-05,4.972182140891778
M01AE,2027-06-06,4.372358994107191
M01AE,2027-06-07,3.5334653011975234
M01AE,2027-06-08,3.542523776953899
M01AE,2027-06-09,3.5436991527892254
M01AE,2027-06-10,3.5568826757761487
M01AE,2027-06-11,3.560975543024777
M01AE,2027-06-12,4.244640450270119
M01AE,2027-06-13,4.515941740277052
M01AE,2027-06-14,3.5564030303746708
M01AE,2027-06-15,3.5418123328633397
M01AE,2027-06-16,3.539604645720329
M01AE,2027-06-17,3.5527881687072522
M01AE,2027-06-18,3.556881035955881
M01AE,2027-06-19,4.238413860499274
M01AE,2027-06-20,4.509159691598262
M01AE,2027-06-21,3.5564030303746708
M01AE,2027-06-22,3.5418123328633397
M01AE,2027-06-23,3.539604645720329
M01AE,2027-06-24,3.5527881687072522
M01AE,2027-06-25,3.556881035955881
M01AE,2027-06-26,4.238413860499274
M01AE,2027-06-27,4.509159691598262
M01AE,2027-06-28,3.5564030303746708
M01AE,2027-06-29,3.5418123328633397
M01AE,2027-06-30,3.539604645720329
N02BA,2027-06-01,2.974478990925497
N02BA,2027-06-02,2.962158404919574
N02BA,2027-06-03,3.003859751123114
N02BA,2027-06-04,2.995164760048988
N02BA,2027-06-05,2.995164760048988
N02BA,2027-06-06,2.995164760048988
N02BA,2027-06-07,3.0049170225795447
N02BA,2027-06-08,3.0192925133246473
N02BA,2027-06-09,2.995164760048988
N02BA,2027-06-10,2.995164760048988
N02BA,2027-06-11,2.995164760048988
N02BA,2027-06-12,2.995164760048988
N02BA,2027-06-13,2.995164760048988
N02BA,2027-06-14,3.0049170225795447
N02BA,2027-06-15,3.0192925133246473
N02BA,2027-06-16,2.995164760048988
N02BA,2027-06-17,2.995164760048988
N02BA,2027-06-18,2.995164760048988
N02BA,2027-06-19,2.995164760048988
N02BA,2027-06-20,2.995164760048988
N02BA,2027-06-21,3.0049170225795447
N02BA,2027-06-22,3.0192925133246473
N02BA,2027-06-23,2.995164760048988
N02BA,2027-06-24,2.995164760048988
N02BA,2027-06-25,2.995164760048988
N02BA,2027-06-26,2.995164760048988
N02BA,2027-06-27,2.995164760048988
N02BA,2027-06-28,3.0049170225795447
N02BA,2027-06-29,3.0192925133246473
N02BA,2027-06-30,2.995164760048988
N02BE,2027-06-01,34.845993392403926
N02BE,2027-06-02,30.71623050527798
N02BE,2027-06-03,31.42511134838261
N02BE,2027-06-04,33.59099881250992
N02BE,2027-06-05,44.84177934796569
N02BE,2027-06-06,41.165042093925
N02BE,2027-06-07,35.610853139730565
N02BE,2027-06-08,31.720759169868373
N02BE,2027-06-09,28.9077627014264
N02BE,2027-06-10,33.16481747188846
N02BE,2027-06-11,33.09172468508075
N02BE,2027-06-12,41.13664694030904
N02BE,2027-06-13,38.114110317299435
N02BE,2027-06-14,32.58845149304729
N02BE,2027-06-15,29.63636868027446
N02BE,2027-06-16,27.891529500564744
N02BE,2027-06-17,31.932800595145707
N02BE,2027-06-18,30.235819141366093
N02BE,2027-06-19,38.24489423785382
N02BE,2027-06-20,39.890150896501936
N02BE,2027-06-21,32.92085796853059
N02BE,2027-06-22,29.761101716415656
N02BE,2027-06-23,27.777525403650227
N02BE,2027-06-24,31.071268054552142
N02BE,2027-06-25,29.92621663843702
N02BE,2027-06-26,38.468053747921516
N02BE,2027-06-27,39.45694857484718
N02BE,2027-06-28,32.41985057603674
N02BE,2027-06-29,29.426592028419496
N02BE,2027-06-30,28.11661648551039
N05B,2027-06-01,9.820195145319973
N05B,2027-06-02,9.67990473284056
N05B,2027-06-03,9.617596641873327
N05B,2027-06-04,9.578502971466788
N05B,2027-06-05,8.343398641050365
N05B,2027-06-06,6.116993437226183
N05B,2027-06-07,9.609578074386915
N05B,2027-06-08,9.482401800150724
N05B,2027-06-09,9.480441538849442
N05B,2027-06-10,9.45387224457194
N05B,2027-06-11,9.45387224457194
N05B,2027-06-12,8.397373021984144
N05B,2027-06-13,6.22866980155456
N05B,2027-06-14,9.433424534513922
N05B,2027-06-15,9.47027755779211
N05B,2027-06-16,9.473778799132848
N05B,2027-06-17,9.447209504855346
N05B,2027-06-18,9.447209504855346
N05B,2027-06-19,8.397373021984144
N05B,2027-06-20,6.22866980155456
N05B,2027-06-21,9.426761794797327
N05B,2027-06-22,9.47027755779211
N05B,2027-06-23,9.473778799132848
N05B,2027-06-24,9.447209504855346
N05B,2027-06-25,9.447209504855346
N05B,2027-06-26,8.397373021984144
N05B,2027-06-27,6.22866980155456
N05B,2027-06-28,9.426761794797327
N05B,2027-06-29,9.47027755779211
N05B,2027-06-30,9.473778799132848
N05C,2027-06-01,0.6520337678914561
N05C,2027-06-02,0.5936107853732245
N05C,2027-06-03,0.5851415093760793
N05C,2027-06-04,0.5966389451050806
N05C,2027-06-05,0.5397779134380892
N05C,2027-06-06,0.45050171850185794
N05C,2027-06-07,0.620936731973174
N05C,2027-06-08,0.6626185881849148
N05C,2027-06-09,0.5989497844691019
N05C,2027-06-10,0.5905527931666611
N05C,2027-06-11,0.5962934873769061
N05C,2027-06-12,0.5431229464209467
N05C,2027-06-13,0.3643073408037352
N05C,2027-06-14,0.6145501931371076
N05C,2027-06-15,0.6626185881849148
N05C,2027-06-16,0.5989497844691019
N05C,2027-06-17,0.5905527931666611
N05C,2027-06-18,0.5962934873769061
N05C,2027-06-19,0.5431229464209467
N05C,2027-06-20,0.3643073408037352
N05C,2027-06-21,0.6145501931371076
N05C,2027-06-22,0.6626185881849148
N05C,2027-06-23,0.5989497844691019
N05C,2027-06-24,0.5905527931666611
N05C,2027-06-25,0.5962934873769061
N05C,2027-06-26,0.5431229464209467
N05C,2027-06-27,0.3643073408037352
N05C,2027-06-28,0.6145501931371076
N05C,2027-06-29,0.6626185881849148
N05C,2027-06-30,0.5989497844691019
R03,2027-06-01,4.010269594187367
R03,2027-06-02,4.200115328584328
R03,2027-06-03,4.0801029157479825
R03,2027-06-04,4.422842293937345
R03,2027-06-05,5.414442850116955
R03,2027-06-06,5.33475593551054
R03,2027-06-07,4.250695749270948
R03,2027-06-08,5.33475593551054
R03,2027-06-09,5.377663704934099
R03,2027-06-10,5.33475593551054
R03,2027-06-11,5.318312712067188
R03,2027-06-12,5.661016956528543
R03,2027-06-13,5.643486049398449
R03,2027-06-14,5.7386873946596975
R03,2027-06-15,5.605893311427831
R03,2027-06-16,5.64880108085139
R03,2027-06-17,5.605893311427831
R03,2027-06-18,5.5894500879844795
R03,2027-06-19,5.685580226034246
R03,2027-06-20,5.646451922538819
R03,2027-06-21,5.741653267800067
R03,2027-06-22,5.646451922538819
R03,2027-06-23,5.689359691962378
R03,2027-06-24,5.646451922538819
R03,2027-06-25,5.630008699095467
R03,2027-06-26,5.685580226034246
R03,2027-06-27,5.646451922538819
R03,2027-06-28,5.741653267800067
R03,2027-06-29,5.646451922538819
R03,2027-06-30,5.689359691962378
R06,2027-06-01,1.9387300904608484
R06,2027-06-02,1.9205695560176923
R06,2027-06-03,1.9158337815321878
R06,2027-06-04,2.029248995651992
R06,2027-06-05,2.15819108724171
R06,2027-06-06,1.9503681029583728
R06,2027-06-07,1.9350601679063595
R06,2027-06-08,2.088625493154969
R06,2027-06-09,2.105062809308592
R06,2027-06-10,2.1170245239783987
R06,2027-06-11,2.131905188094153
R06,2027-06-12,2.20297393352881
R06,2027-06-13,2.1391073468696855
R06,2027-06-14,2.2303898265739166
R06,2027-06-15,2.2222397966254572
R06,2027-06-16,2.2249890084399073
R06,2027-06-17,2.2154661413318215
R06,2027-06-18,2.22900645002189
R06,2027-06-19,2.2797785336553047
R06,2027-06-20,2.232836278446749
R06,2027-06-21,2.2346777364173858
R06,2027-06-22,2.2269572213076056
R06,2027-06-23,2.2269572213076056
R06,2027-06-24,2.2174343541995194
R06,2027-06-25,2.230974662889588
R06,2027-06-26,2.2794781667746777
R06,2027-06-27,2.234804491314447
R06,2027-06-28,2.2346777364173858
R06,2027-06-29,2.2269572213076056
R06,2027-06-30,2.2269572213076056
