Drug,Date,Predicted_Sales
M01AB,2026-09-01,4.829751267243819
M01AB,2026-09-02,4.778219528170382
M01AB,2026-09-03,4.664438494307324
M01AB,2026-09-04,4.642301822608392
M01AB,2026-09-05,5.715764996443707
M01AB,2026-09-06,5.513628744535822
M01AB,2026-09-07,4.825636261820561
M01AB,2026-09-08,4.920679983936916
M01AB,2026-09-09,4.927884716485193
M01AB,2026-09-10,4.919556746345489
M01AB,2026-09-11,4.950516172897075
M01AB,2026-09-12,5.697234106472082
M01AB,2026-09-13,5.68898766002434
M01AB,2026-09-14,5.107064744223916
M01AB,2026-09-15,5.043308566948687
M01AB,2026-09-16,5.0036054672795895
M01AB,2026-09-17,4.989915669751429
M01AB,2026-09-18,5.041640167387586
M01AB,2026-09-19,5.6917538362990765
M01AB,2026-09-20,5.680352286239846
M01AB,2026-09-21,5.163392244811494
M01AB,2026-09-22,5.098247547363625
M01AB,2026-09-23,5.055318081992026
M01AB,2026-09-24,5.022390456444884
M01AB,2026-09-25,5.063161188173822
M01AB,2026-09-26,5.712543147733132
M01AB,2026-09-27,5.675128738636247
M01AB,2026-09-28,5.1539925396639275
M01AB,2026-09-29,5.09273643940218
M01AB,2026-09-30,5.0554936235582595
M01AE,2026-09-01,4.271932288793729
M01AE,2026-09-02,4.112896979627323
M01AE,2026-09-03,4.155859791737775
M01AE,2026-09-04,4.24097875445016
M01AE,2026-09-05,4.977106870811337
M01AE,2026-09-06,4.41793798618197
M01AE,2026-09-07,3.533811267659947
M01AE,2026-09-08,3.545282296782624
M01AE,2026-09-09,3.5440451192516487
M01AE,2026-09-10,3.557228642238572
M01AE,2026-09-11,3.5613215094872004
M01AE,2026-09-12,4.284483674184422
M01AE,2026-09-13,4.554738683673041
M01AE,2026-09-14,3.553489507725128
M01AE,2026-09-15,3.538589291209361
M01AE,2026-09-16,3.5399506121827526
M01AE,2026-09-17,3.5531341351696755
M01AE,2026-09-18,3.5572270024183044
M01AE,2026-09-19,4.2782570844135765
M01AE,2026-09-20,4.554738683673041
M01AE,2026-09-21,3.556748996837094
M01AE,2026-09-22,3.542158299325763
M01AE,2026-09-23,3.5399506121827526
M01AE,2026-09-24,3.5531341351696755
M01AE,2026-09-25,3.5572270024183044
M01AE,2026-09-26,4.2782570844135765
M01AE,2026-09-27,4.554738683673041
M01AE,2026-09-28,3.556748996837094
M01AE,2026-09-29,3.542158299325763
M01AE,2026-09-30,3.5399506121827526
N02BA,2026-09-01,2.9663964094819097
N02BA,2026-09-02,2.9540758234759856
N02BA,2026-09-03,2.995777169679526
N02BA,2026-09-04,2.9870821786054
N02BA,2026-09-05,2.9870821786054
N02BA,2026-09-06,2.9870821786054
