Drug,Date,Predicted_Sales
M01AB,2026-12-01,4.83433858566613
M01AB,2026-12-02,4.782806846592693
M01AB,2026-12-03,4.656948731193957
M01AB,2026-12-04,4.642301822608392
M01AB,2026-12-05,5.720352314866019
M01AB,2026-12-06,5.513628744535822
M01AB,2026-12-07,4.830223580242873
M01AB,2026-12-08,4.930566401362083
M01AB,2026-12-09,4.937771133910358
M01AB,2026-12-10,4.924855845348343
M01AB,2026-12-11,4.978227497020865
M01AB,2026-12-12,5.707120523897248
M01AB,2026-12-13,5.698874077449506
M01AB,2026-12-14,5.114778786041731
M01AB,2026-12-15,5.053194984373852
M01AB,2026-12-16,5.0084474195306425
M01AB,2026-12-17,5.041676579017616
M01AB,2026-12-18,5.054398888438374
M01AB,2026-12-19,5.722429565158297
M01AB,2026-12-20,5.680838998517446
M01AB,2026-12-21,5.163878957089095
M01AB,2026-12-22,5.098734259641224
M01AB,2026-12-23,5.065380040983425
M01AB,2026-12-24,5.058530002403804
M01AB,2026-12-25,5.073047605598988
M01AB,2026-12-26,5.722429565158297
M01AB,2026-12-27,5.697035739111154
M01AB,2026-12-28,5.166285672825256
M01AB,2026-12-29,5.102622856827347
M01AB,2026-12-30,5.065380040983425
M01AB,2026-12-31,5.058530002403804
M01AE,2026-12-01,4.278526221423586
M01AE,2026-12-02,4.119490912257181
M01AE,2026-12-03,4.162453724367634
M01AE,2026-12-04,4.2475726870800194
M01AE,2026-12-05,4.9829934554872
M01AE,2026-12-06,4.452087335312857
M01AE,2026-12-07,3.533811267659947
M01AE,2026-12-08,3.545282296782624
M01AE,2026-12-09,3.5440451192516487
M01AE,2026-12-10,3.557228642238572
M01AE,2026-12-11,3.5613215094872004
M01AE,2026-12-12,4.3041583473450595
M01AE,2026-12-13,4.618219229577885
M01AE,2026-12-14,3.5514833873199723
M01AE,2026-12-15,3.534917723029107
M01AE,2026-12-16,3.5399506121827526
M01AE,2026-12-17,3.5531341351696755
M01AE,2026-12-18,3.5572270024183044
M01AE,2026-12-19,4.297931757574213
M01AE,2026-12-20,4.603075736976923
M01AE,2026-12-21,3.5514833873199723
M01AE,2026-12-22,3.534917723029107
M01AE,2026-12-23,3.5399506121827526
M01AE,2026-12-24,3.5531341351696755
M01AE,2026-12-25,3.5572270024183044
M01AE,2026-12-26,4.297931757574213
M01AE,2026-12-27,4.603075736976923
M01AE,2026-12-28,3.5514833873199723
M01AE,2026-12-29,3.534917723029107
M01AE,2026-12-30,3.5399506121827526
M01AE,2026-12-31,3.5531341351696755
N02BA,2026-12-01,2.9663964094819097
N02BA,2026-12-02,2.9540758234759856
N02BA,2026-12-03,2.995777169679526
N02BA,2026-12-04,2.9870821786054
N02BA,2026-12-05,2.9870821786054
N02BA,2026-12-06,2.9870821786054
N02BA,2026-12-07,2.9968344411359564
N02BA,2026-12-08,3.011209931881059
N02BA,2026-12-09,2.9870821786054
N02BA,2026-12-10,2.9870821786054
N02BA,2026-12-11,2.9870821786054
N02BA,2026-12-12,2.9870821786054
N02BA,2026-12-13,2.9870821786054
N02BA,2026-12-14,2.9968344411359564
N02BA,2026-12-15,3.011209931881059
N02BA,2026-12-16,2.9870821786054
N02BA,2026-12-17,2.9870821786054
N02BA,2026-12-18,2.9870821786054
N02BA,2026-12-19,2.9870821786054
N02BA,2026-12-20,2.9870821786054
N02BA,2026-12-21,2.9968344411359564
N02BA,2026-12-22,3.011209931881059
N02BA,2026-12-23,2.9870821786054
N02BA,2026-12-24,2.9870821786054
N02BA,2026-12-25,2.9870821786054
N02BA,2026-12-26,2.9870821786054
N02BA,2026-12-27,2.9870821786054
N02BA,2026-12-28,2.9968344411359564
N02BA,2026-12-29,3.011209931881059
N02BA,2026-12-30,2.9870821786054
N02BA,2026-12-31,2.9870821786054
N02BE,2026-12-01,36.9415346114934
N02BE,2026-12-02,33.23164879091847
N02BE,2026-12-03,32.4525351818985
N02BE,2026-12-04,32.24062402972927
N02BE,2026-12-05,46.680131754723234
N02BE,2026-12-06,45.59867532139378
N02BE,2026-12-07,37.601544440222995
N02BE,2026-12-08,34.460904920514174
N02BE,2026-12-09,31.309533274815827
N02BE,2026-12-10,32.038370129100244
N02BE,2026-12-11,33.447420656709554
N02BE,2026-12-12,46.58895282780468
N02BE,2026-12-13,45.04966763202049
N02BE,2026-12-14,37.03142929433061
N02BE,2026-12-15,34.84475697552499
N02BE,2026-12-16,30.831570745942724
N02BE,2026-12-17,32.461837561442096
N02BE,2026-12-18,34.218098726391275
N02BE,2026-12-19,46.48093993542768
N02BE,2026-12-20,44.59332331926695
N02BE,2026-12-21,37.05784635532309
N02BE,2026-12-22,34.72350953349814
N02BE,2026-12-23,30.88836970857543
N02BE,2026-12-24,32.862863890460766
N02BE,2026-12-25,34.163251522162895
N02BE,2026-12-26,46.32387789071446
N02BE,2026-12-27,44.304163269124295
N02BE,2026-12-28,36.90591152386412
N02BE,2026-12-29,34.65281441958945
N02BE,2026-12-30,30.754214899132595
N02BE,2026-12-31,33.14311217981497
N05B,2026-12-01,9.765526937088447
N05B,2026-12-02,9.627080439952925
N05B,2026-12-03,9.556077529165874
N05B,2026-12-04,9.516983858759335
N05B,2026-12-05,8.180210288360882
N05B,2026-12-06,6.142466649241762
N05B,2026-12-07,9.5923948643492
N05B,2026-12-08,9.429577507263092
N05B,2026-12-09,9.427617245961809
N05B,2026-12-10,9.385690392147893
N05B,2026-12-11,9.385690392147893
N05B,2026-12-12,8.304426661368899
N05B,2026-12-13,6.183462025041345
N05B,2026-12-14,9.373937501909694
N05B,2026-12-15,9.417453264904477
N05B,2026-12-16,9.420954506245215
N05B,2026-12-17,9.385690392147893
N05B,2026-12-18,9.385690392147893
N05B,2026-12-19,8.304426661368899
N05B,2026-12-20,6.183462025041345
N05B,2026-12-21,9.373937501909694
N05B,2026-12-22,9.417453264904477
N05B,2026-12-23,9.420954506245215
N05B,2026-12-24,9.385690392147893
N05B,2026-12-25,9.385690392147893
N05B,2026-12-26,8.304426661368899
N05B,2026-12-27,6.183462025041345
N05B,2026-12-28,9.373937501909694
N05B,2026-12-29,9.417453264904477
N05B,2026-12-30,9.420954506245215
N05B,2026-12-31,9.385690392147893
N05C,2026-12-01,0.736406663340784
N05C,2026-12-02,0.6731832325124216
N05C,2026-12-03,0.6473813159827913
N05C,2026-12-04,0.6608239599414916
N05C,2026-12-05,0.5611400641567442
N05C,2026-12-06,0.4492805914533912
N05C,2026-12-07,0.6722863434946099
N05C,2026-12-08,0.7391445128962723
N05C,2026-12-09,0.6789305605054108
N05C,2026-12-10,0.6503483403591663
N05C,2026-12-11,0.6649714471370698
N05C,2026-12-12,0.5639255007075022
N05C,2026-12-13,0.36712095170913106
N05C,2026-12-14,0.6836777723850402
N05C,2026-12-15,0.7391445128962723
N05C,2026-12-16,0.6789305605054108
N05C,2026-12-17,0.6503483403591663
N05C,2026-12-18,0.6649714471370698
N05C,2026-12-19,0.5639255007075022
N05C,2026-12-20,0.36712095170913106
N05C,2026-12-21,0.6836777723850402
N05C,2026-12-22,0.7391445128962723
N05C,2026-12-23,0.6789305605054108
N05C,2026-12-24,0.6503483403591663
N05C,2026-12-25,0.6649714471370698
N05C,2026-12-26,0.5639255007075022
N05C,2026-12-27,0.36712095170913106
N05C,2026-12-28,0.6836777723850402
N05C,2026-12-29,0.7391445128962723
N05C,2026-12-30,0.6789305605054108
N05C,2026-12-31,0.6503483403591663
R03,2026-12-01,5.031988771996733
R03,2026-12-02,4.972213537786062
R03,2026-12-03,4.852201124949716
R03,2026-12-04,5.7839827758003795
R03,2026-12-05,6.306696481879794
R03,2026-12-06,6.227009567273378
R03,2026-12-07,5.694489386238684
R03,2026-12-08,6.227009567273378
R03,2026-12-09,6.269917336696937
R03,2026-12-10,6.227009567273378
R03,2026-12-11,8.148705086791432
R03,2026-12-12,7.736732917372544
R03,2026-12-13,7.886000629041323
R03,2026-12-14,8.043998691475082
R03,2026-12-15,7.9487973462138335
R03,2026-12-16,7.891281083239157
R03,2026-12-17,7.829833774965703
R03,2026-12-18,8.66795651105953
R03,2026-12-19,7.891281083239157
R03,2026-12-20,7.891281083239157
R03,2026-12-21,7.9864824285004055
R03,2026-12-22,7.891281083239157
R03,2026-12-23,7.891281083239157
R03,2026-12-24,7.829833774965703
R03,2026-12-25,8.66795651105953
R03,2026-12-26,7.891281083239157
R03,2026-12-27,7.891281083239157
R03,2026-12-28,7.9864824285004055
R03,2026-12-29,7.891281083239157
R03,2026-12-30,7.891281083239157
R03,2026-12-31,7.829833774965703
R06,2026-12-01,1.493715587329043
R06,2026-12-02,1.4705546479507197
R06,2026-12-03,1.4479704809578615
R06,2026-12-04,1.5749333408416688
R06,2026-12-05,1.5826455179128402
R06,2026-12-06,1.5075945968761995
R06,2026-12-07,1.5050745684692917
R06,2026-12-08,1.5042544687909902
R06,2026-12-09,1.4890512709425574
R06,2026-12-10,1.4623821686847056
R06,2026-12-11,1.4939314199889226
R06,2026-12-12,1.580155487034833
R06,2026-12-13,1.5238536900267277
R06,2026-12-14,1.512518814567397
R06,2026-12-15,1.5042544687909902
R06,2026-12-16,1.4890512709425574
R06,2026-12-17,1.4623821686847056
R06,2026-12-18,1.4939314199889226
R06,2026-12-19,1.580155487034833
R06,2026-12-20,1.5238536900267277
R06,2026-12-21,1.512518814567397
R06,2026-12-22,1.5042544687909902
R06,2026-12-23,1.4890512709425574
R06,2026-12-24,1.4623821686847056
R06,2026-12-25,1.4939314199889226
R06,2026-12-26,1.580155487034833
R06,2026-12-27,1.5238536900267277
R06,2026-12-28,1.512518814567397
R06,2026-12-29,1.5042544687909902
R06,2026-12-30,1.4890512709425574
R06,2026-12-31,1.4623821686847056
