Drug,Date,Predicted_Sales
M01AB,2025-02-01,5.615544061394085
M01AB,2025-02-02,5.706458100178817
M01AB,2025-02-03,4.9525273955389215
M01AB,2025-02-04,4.742157147175053
M01AB,2025-02-05,4.74823942966514
M01AB,2025-02-06,4.722810585988924
M01AB,2025-02-07,4.64381058683523
M01AB,2025-02-08,5.593678760130625
M01AB,2025-02-09,5.557065248566507
M01AB,2025-02-10,4.982786625630596
M01AB,2025-02-11,4.90737134424817
M01AB,2025-02-12,4.912136009550655
M01AB,2025-02-13,4.911364641428538
M01AB,2025-02-14,5.006432910114243
M01AB,2025-02-15,5.627485814280985
M01AB,2025-02-16,5.61877658147598
M01AB,2025-02-17,5.088462536154721
M01AB,2025-02-18,5.024574930804371
M01AB,2025-02-19,4.98698354555465
M01AB,2025-02-20,4.978338213200602
M01AB,2025-02-21,5.0111921761298035
M01AB,2025-02-22,5.6253134386736345
M01AB,2025-02-23,5.61844523788253
M01AB,2025-02-24,5.113338206659997
M01AB,2025-02-25,5.04500281013421
M01AB,2025-02-26,4.981939080380537
M01AB,2025-02-27,4.97329374802649
M01AB,2025-02-28,5.0111921761298035
M01AE,2025-02-01,5.44127290983522
M01AE,2025-02-02,5.353677894362485
M01AE,2025-02-03,4.988423585110444
M01AE,2025-02-04,4.7105819115671785
M01AE,2025-02-05,4.6096280056999115
M01AE,2025-02-06,3.8363927835728178
M01AE,2025-02-07,3.8199786420613977
M01AE,2025-02-08,4.762927575059403
M01AE,2025-02-09,4.880301606362722
M01AE,2025-02-10,3.8986556606159364
M01AE,2025-02-11,3.8123740529755104
M01AE,2025-02-12,3.8153818742558525
M01AE,2025-02-13,3.8260991981108714
M01AE,2025-02-14,3.8301920653594994
M01AE,2025-02-15,4.409717941643793
M01AE,2025-02-16,4.567503203486245
M01AE,2025-02-17,3.814853849869057
M01AE,2025-02-18,3.803072998308244
M01AE,2025-02-19,3.816061761738074
M01AE,2025-02-20,3.8260991981108714
M01AE,2025-02-21,3.8301920653594994
M01AE,2025-02-22,4.409717941643793
M01AE,2025-02-23,4.567503203486245
M01AE,2025-02-24,3.814853849869057
M01AE,2025-02-25,3.803072998308244
M01AE,2025-02-26,3.816061761738074
