Date,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06
2026-08-01,5.646464434555924,5.280186652827066,2.94226865620625,39.327462788943805,8.694346995883535,0.531623483264369,3.9526112753755918,2.0508187478922526
2026-08-02,5.739526268185747,5.147100053901197,2.9540758234759856,37.150281272822895,6.788486350836009,0.38994364402191645,4.068921314060069,1.9324613520512708
2026-08-03,4.964000529354145,4.426356216552635,3.0055294322100825,36.64113558648559,9.54815124158935,0.6087006951294448,4.047970732271855,1.9187204523931283
2026-08-04,4.75212106046426,4.173748178406535,3.011209931881059,32.43738228441384,9.474282886617523,0.6626185881849148,4.426322939905557,2.0214876834058955
2026-08-05,4.768166419340384,4.127999463084158,2.9870821786054,34.92147805484631,9.572345309105144,0.5989497844691019,5.3600320140325985,2.0721815069286293
2026-08-06,4.734283719804149,3.5432058735162166,2.9870821786054,35.221383456099524,9.559990316950527,0.6235958332006818,5.276565633498051,1.9293442701855141
2026-08-07,4.660225455751113,3.553494172726803,2.9870821786054,32.917959251591995,9.638206867765353,0.618526146016166,4.141868271990018,1.934968585541859
2026-08-08,5.636854950345804,4.339294191774702,2.9870821786054,40.47539710797639,8.436542525475163,0.5449750772133072,5.0389134826720685,2.1708367576838183
2026-08-09,5.594391684896347,4.578295210031609,2.9870821786054,38.158727890030576,6.253943660051977,0.38156797181639435,5.276565633498051,2.1181091541440122
2026-08-10,5.0499854418529955,3.5522832565850164,2.9968344411359564,34.882631078476535,9.41123201691883,0.6145501931371076,5.276565633498051,2.1239643419704426
2026-08-11,4.974570160470573,3.536779171933537,3.011209931881059,30.452275898213873,9.454747779913612,0.6626185881849148,5.276565633498051,2.1278877465121706
2026-08-12,4.947903134855619,3.5436991527892254,2.9870821786054,29.18304805685654,9.458249021254352,0.5989497844691019,5.606606120444185,2.1278877465121706
2026-08-13,5.008822327610686,3.5527881687072522,2.9870821786054,32.54444274727894,9.43167972697685,0.5905527931666611,5.5636983510206255,2.1229731060028203
2026-08-14,5.008397978889116,3.556881035955881,2.9870821786054,32.31919723148931,9.43167972697685,0.6016484846838708,5.547255127577274,2.228989266435611
2026-08-15,5.672195432854056,4.238413860499274,2.9870821786054,39.71275596244935,8.390927138532431,0.5449750772133072,5.586831312910769,2.2770293218408546
2026-08-16,5.6594273051356065,4.509159691598262,2.9870821786054,38.4613124145121,6.231554676938914,0.38156797181639435,5.547703009415342,2.232836278446749
2026-08-17,5.126071531198815,3.5564030303746708,2.9968344411359564,32.889609414869184,9.404569277202237,0.6145501931371076,5.64290435467659,2.2327095235496874
2026-08-18,5.038690531166482,3.5418123328633397,3.011209931881059,30.35733543806066,9.448085040197018,0.6626185881849148,5.547703009415342,2.2249890084399073
2026-08-19,5.038640200172071,3.539604645720329,2.9870821786054,27.559257549353884,9.45158628153776,0.5989497844691019,5.631169389949889,2.2249890084399073
2026-08-20,5.0580432901262045,3.5527881687072522,2.9870821786054,30.85723383726204,9.425016987260255,0.5905527931666611,5.58826162052633,2.2154661413318215
2026-08-21,5.070765599546963,3.556881035955881,2.9870821786054,30.211075970029604,9.425016987260255,0.6016484846838708,5.571818397082978,2.230974662889588
2026-08-22,5.7042390672648535,4.238413860499274,2.9870821786054,38.30735602801229,8.390927138532431,0.5449750772133072,5.627389924021758,2.2794781667746777
2026-08-23,5.674669083673743,4.509159691598262,2.9870821786054,40.135374438398955,6.231554676938914,0.38156797181639435,5.58826162052633,2.234804491314447
2026-08-24,5.157305821700121,3.5564030303746708,2.9968344411359564,33.01819380838125,9.404569277202237,0.6145501931371076,5.683462965787578,2.2346777364173858
2026-08-25,5.089274271607967,3.5418123328633397,3.011209931881059,30.04029678125387,9.448085040197018,0.6626185881849148,5.58826162052633,2.2269572213076056
2026-08-26,5.0554936235582595,3.539604645720329,2.9870821786054,27.614535967787756,9.45158628153776,0.5989497844691019,5.631169389949889,2.2269572213076056
2026-08-27,5.048643584978638,3.5527881687072522,2.9870821786054,30.956220582109673,9.425016987260255,0.5905527931666611,5.58826162052633,2.2174343541995194
2026-08-28,5.063161188173822,3.556881035955881,2.9870821786054,29.901400199318783,9.425016987260255,0.6016484846838708,5.571818397082978,2.230974662889588
2026-08-29,5.700062909720887,4.238413860499274,2.9870821786054,38.30852519255779,8.390927138532431,0.5449750772133072,5.627389924021758,2.2794781667746777
2026-08-30,5.662648500624003,4.509159691598262,2.9870821786054,39.85210528897975,6.231554676938914,0.38156797181639435,5.58826162052633,2.234804491314447
2026-08-31,5.157305821700121,3.5564030303746708,2.9968344411359564,33.004938203785855,9.404569277202237,0.6145501931371076,5.683462965787578,2.2346777364173858
