Date,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06
2025-09-01,4.914692536533053,4.304691624183796,2.9520209187368067,36.032722535927746,9.789185131051735,0.6070747028785548,4.243629526288402,1.8851566117774015
2025-09-02,4.848348929738972,4.069522301052391,2.978203576751645,33.817596288758665,9.664685796574725,0.6465551835122233,4.2870687291640515,1.8686069968744672
2025-09-03,4.725880179468531,4.148263349782249,2.995777169679526,31.83602391333509,9.701037136265226,0.5909538494714883,4.196717793550253,1.866239598376239
2025-09-04,4.618205081281423,4.197206089993648,2.9870821786054,33.050574777914726,9.5563104538717,0.5908982508948356,4.707498579057454,1.9720124969213637
2025-09-05,4.677868633977474,4.081786814463367,2.9870821786054,35.399216991340566,9.60342821296134,0.6112772858414327,5.391619475426177,2.0467847616397945
2025-09-06,5.5369540898321645,4.206573577425842,2.9870821786054,43.192263181197525,8.753460984047763,0.5860082638132672,5.406632391253967,1.9959811045305829
2025-09-07,5.512214423717005,4.4457128924559415,2.9870821786054,41.221715868459675,5.943669479054367,0.37604569616175687,4.539719443744064,1.8986192395326547
2025-09-08,4.985740034663349,3.5564178516430265,2.9968344411359564,36.656021715662206,9.395462271890246,0.6145501931371076,5.36750408775854,2.052278229537616
2025-09-09,4.914563175071077,3.5508903458958625,3.011209931881059,33.19387199006924,9.454747779913612,0.6626185881849148,5.36750408775854,2.05966093929079
2025-09-10,4.874823586227046,3.5440451192516487,2.9870821786054,30.57755118170173,9.458249021254352,0.5989497844691019,5.410411857182099,2.072007907663385
2025-09-11,4.922000157910125,3.557228642238572,2.9870821786054,33.427272637148214,9.43167972697685,0.5905527931666611,5.654636805281115,2.095151240743881
2025-09-12,4.9459144487344915,3.5613215094872004,2.9870821786054,34.180140106833555,9.425016987260255,0.6016484846838708,5.659790978203098,2.107145201676529
2025-09-13,5.696164441893758,4.2782570844135765,2.9870821786054,42.25089761933817,8.390927138532431,0.5449750772133072,5.677769767171259,2.1817931060754834
2025-09-14,5.663139662423669,4.554738683673041,2.9870821786054,39.085066368941106,6.23094759270489,0.370731601502526,5.638641463675831,2.1179265194163595
2025-09-15,5.104658028487753,3.5551549555002255,2.9968344411359564,35.63425454305035,9.404569277202237,0.6145501931371076,5.733842808937079,2.1968058045229473
2025-09-16,5.037883570493117,3.542158299325763,3.011209931881059,31.870759614964907,9.448085040197018,0.6626185881849148,5.638641463675831,2.1974798102078332
2025-09-17,5.0036054672795895,3.5399506121827526,2.9870821786054,29.549549374754047,9.45158628153776,0.5989497844691019,5.68154923309939,2.199504987690527
2025-09-18,4.989915669751429,3.5531341351696755,2.9870821786054,33.17078459003029,9.425016987260255,0.5905527931666611,5.679200074786819,2.1907061549141975
2025-09-19,5.041640167387586,3.5572270024183044,2.9870821786054,33.101202188475014,9.425016987260255,0.6016484846838708,5.662756851343468,2.204246463604266
2025-09-20,5.6917538362990765,4.2782570844135765,2.9870821786054,40.78745522828426,8.390927138532431,0.5449750772133072,5.718328378282247,2.2585977062019786
2025-09-21,5.6845284437838135,4.554738683673041,2.9870821786054,38.89823951008375,6.231554676938914,0.370731601502526,5.679200074786819,2.211655450993423
2025-09-22,5.163392244811494,3.556748996837094,2.9968344411359564,33.633132418505454,9.404569277202237,0.6145501931371076,5.774401420048068,2.2036218462598782
2025-09-23,5.098247547363625,3.542158299325763,3.011209931881059,30.597923717058286,9.448085040197018,0.6626185881849148,5.679200074786819,2.2002290220222833
2025-09-24,5.055318081992026,3.5399506121827526,2.9870821786054,27.96390595827611,9.45158628153776,0.5989497844691019,5.722107844210378,2.2002290220222833
2025-09-25,5.022390456444884,3.5531341351696755,2.9870821786054,32.446918486205,9.425016987260255,0.5905527931666611,5.679200074786819,2.1907061549141975
2025-09-26,5.063161188173822,3.5572270024183044,2.9870821786054,31.739399427534032,9.425016987260255,0.6016484846838708,5.662756851343468,2.204246463604266
2025-09-27,5.712543147733132,4.2782570844135765,2.9870821786054,38.610860413918466,8.390927138532431,0.5449750772133072,5.718328378282247,2.2563291264536534
2025-09-28,5.675128738636247,4.554738683673041,2.9870821786054,39.29920850893522,6.231554676938914,0.370731601502526,5.679200074786819,2.211655450993423
2025-09-29,5.1539925396639275,3.556748996837094,2.9968344411359564,33.494161282271286,9.404569277202237,0.6145501931371076,5.774401420048068,2.2036218462598782
2025-09-30,5.09273643940218,3.542158299325763,3.011209931881059,30.716086012355476,9.448085040197018,0.6626185881849148,5.679200074786819,2.2002290220222833
