Drug,Date,Predicted_Sales
M01AB,2026-04-01,4.7432881875287025
M01AB,2026-04-02,4.730042213845623
M01AB,2026-04-03,4.672250320011436
M01AB,2026-04-04,5.477203823186685
M01AB,2026-04-05,5.646738770162236
M01AB,2026-04-06,4.898483118965272
M01AB,2026-04-07,4.727232040661894
M01AB,2026-04-08,4.844007625451242
M01AB,2026-04-09,4.847808106382588
M01AB,2026-04-10,4.913331537714651
M01AB,2026-04-11,5.617584465079998
M01AB,2026-04-12,5.6232781556740425
M01AB,2026-04-13,5.040601208369477
M01AB,2026-04-14,5.044813510334959
M01AB,2026-04-15,4.987583716759251
M01AB,2026-04-16,4.976766008797853
M01AB,2026-04-17,4.9909494521786995
M01AB,2026-04-18,5.633541723405558
M01AB,2026-04-19,5.62380121898883
M01AB,2026-04-20,5.110415548882411
M01AB,2026-04-21,5.045968749542746
M01AB,2026-04-22,4.982905019789073
M01AB,2026-04-23,4.974259687435026
M01AB,2026-04-24,4.985904987004587
M01AB,2026-04-25,5.633541723405558
M01AB,2026-04-26,5.62380121898883
M01AB,2026-04-27,5.114304146068533
M01AB,2026-04-28,5.045968749542746
M01AB,2026-04-29,4.982905019789073
M01AB,2026-04-30,4.974259687435026
M01AE,2026-04-01,4.374540034594102
M01AE,2026-04-02,4.173857029275539
M01AE,2026-04-03,4.266599490894761
M01AE,2026-04-04,5.19408277514467
M01AE,2026-04-05,5.2614797617764175
M01AE,2026-04-06,3.5467429011380895
M01AE,2026-04-07,3.5281905773025977
M01AE,2026-04-08,3.558868255869632
M01AE,2026-04-09,3.5677524353990777
M01AE,2026-04-10,3.5631777392788466
M01AE,2026-04-11,4.246842646524189
M01AE,2026-04-12,4.522917118162586
M01AE,2026-04-13,3.5564030303746708
M01AE,2026-04-14,3.5418123328633397
M01AE,2026-04-15,3.539604645720329
M01AE,2026-04-16,3.5527881687072522
M01AE,2026-04-17,3.556881035955881
M01AE,2026-04-18,4.238413860499274
M01AE,2026-04-19,4.509159691598262
M01AE,2026-04-20,3.5564030303746708
M01AE,2026-04-21,3.5418123328633397
M01AE,2026-04-22,3.539604645720329
M01AE,2026-04-23,3.5527881687072522
M01AE,2026-04-24,3.556881035955881
M01AE,2026-04-25,4.238413860499274
M01AE,2026-04-26,4.509159691598262
M01AE,2026-04-27,3.5564030303746708
M01AE,2026-04-28,3.5418123328633397
M01AE,2026-04-29,3.539604645720329
M01AE,2026-04-30,3.5527881687072522
N02BA,2026-04-01,2.9618165478897867
N02BA,2026-04-02,2.973623715159522
N02BA,2026-04-03,3.0153250613630624
N02BA,2026-04-04,3.0066300702889364
N02BA,2026-04-05,3.0066300702889364
N02BA,2026-04-06,3.016382332819493
N02BA,2026-04-07,3.030757823564596
N02BA,2026-04-08,3.0066300702889364
N02BA,2026-04-09,3.0066300702889364
N02BA,2026-04-10,3.0145296014946514
N02BA,2026-04-11,3.0066300702889364
N02BA,2026-04-12,3.0066300702889364
N02BA,2026-04-13,3.016382332819493
N02BA,2026-04-14,3.030757823564596
N02BA,2026-04-15,3.0066300702889364
N02BA,2026-04-16,3.0066300702889364
N02BA,2026-04-17,3.0145296014946514
N02BA,2026-04-18,3.0066300702889364
N02BA,2026-04-19,3.0066300702889364
N02BA,2026-04-20,3.016382332819493
N02BA,2026-04-21,3.030757823564596
N02BA,2026-04-22,3.0066300702889364
N02BA,2026-04-23,3.0066300702889364
N02BA,2026-04-24,3.0145296014946514
N02BA,2026-04-25,3.0066300702889364
N02BA,2026-04-26,3.0066300702889364
N02BA,2026-04-27,3.016382332819493
N02BA,2026-04-28,3.030757823564596
N02BA,2026-04-29,3.0066300702889364
N02BA,2026-04-30,3.0066300702889364
N02BE,2026-04-01,34.02271696585528
N02BE,2026-04-02,30.902637002644042
N02BE,2026-04-03,30.73685240517558
N02BE,2026-04-04,40.872833835809594
N02BE,2026-04-05,42.246163771467565
N02BE,2026-04-06,38.22015618677496
N02BE,2026-04-07,31.961890091439987
N02BE,2026-04-08,29.789401890974112
N02BE,2026-04-09,31.026471420336033
N02BE,2026-04-10,32.72563321962981
N02BE,2026-04-11,40.50940322494162
N02BE,2026-04-12,38.96698782660858
N02BE,2026-04-13,33.39511405686865
N02BE,2026-04-14,29.707433203365053
N02BE,2026-04-15,27.712570514117026
N02BE,2026-04-16,30.986424856148677
N02BE,2026-04-17,30.435441246253323
N02BE,2026-04-18,38.370968540850605
N02BE,2026-04-19,39.59531645834757
N02BE,2026-04-20,33.18512099644934
N02BE,2026-04-21,29.806593703283433
N02BE,2026-04-22,27.628996639737252
N02BE,2026-04-23,30.99109909606775
N02BE,2026-04-24,30.262741656052487
N02BE,2026-04-25,38.49285294603361
N02BE,2026-04-26,39.40380138260668
N02BE,2026-04-27,32.97931027727213
N02BE,2026-04-28,29.731330859395143
N02BE,2026-04-29,27.695366917905236
N02BE,2026-04-30,30.91386483638254
N05B,2026-04-01,9.90613748749657
N05B,2026-04-02,9.658847975954892
N05B,2026-04-03,9.733779189395856
N05B,2026-04-04,8.255692577718207
N05B,2026-04-05,6.148592898480416
N05B,2026-04-06,9.576626974709804
N05B,2026-04-07,9.713369530394354
N05B,2026-04-08,9.52054965601403
N05B,2026-04-09,9.493589632494352
N05B,2026-04-10,9.488518859094507
N05B,2026-04-11,8.410945744662012
N05B,2026-04-12,6.225652819183909
N05B,2026-04-13,9.468071149036488
N05B,2026-04-14,9.51158691203127
N05B,2026-04-15,9.515088153372009
N05B,2026-04-16,9.488518859094507
N05B,2026-04-17,9.488518859094507
N05B,2026-04-18,8.410945744662012
N05B,2026-04-19,6.225652819183909
N05B,2026-04-20,9.468071149036488
N05B,2026-04-21,9.51158691203127
N05B,2026-04-22,9.515088153372009
N05B,2026-04-23,9.488518859094507
N05B,2026-04-24,9.488518859094507
N05B,2026-04-25,8.410945744662012
N05B,2026-04-26,6.225652819183909
N05B,2026-04-27,9.468071149036488
N05B,2026-04-28,9.51158691203127
N05B,2026-04-29,9.515088153372009
N05B,2026-04-30,9.488518859094507
N05C,2026-04-01,0.5953207257538539
N05C,2026-04-02,0.591571798471688
N05C,2026-04-03,0.5947286351296291
N05C,2026-04-04,0.5466909411548783
N05C,2026-04-05,0.35657503433077997
N05C,2026-04-06,0.6512984466663643
N05C,2026-04-07,0.6852742860278067
N05C,2026-04-08,0.6012352201006355
N05C,2026-04-09,0.5927651504487624
N05C,2026-04-10,0.6001399189202109
N05C,2026-04-11,0.5469693779642514
N05C,2026-04-12,0.3643073408037352
N05C,2026-04-13,0.6146648985242739
N05C,2026-04-14,0.6783855319905375
N05C,2026-04-15,0.6027962160124065
N05C,2026-04-16,0.5927651504487624
N05C,2026-04-17,0.6001399189202109
N05C,2026-04-18,0.5469693779642514
N05C,2026-04-19,0.3643073408037352
N05C,2026-04-20,0.6146648985242739
N05C,2026-04-21,0.6783855319905375
N05C,2026-04-22,0.6027962160124065
N05C,2026-04-23,0.5927651504487624
N05C,2026-04-24,0.6001399189202109
N05C,2026-04-25,0.5469693779642514
N05C,2026-04-26,0.3643073408037352
N05C,2026-04-27,0.6146648985242739
N05C,2026-04-28,0.6783855319905375
N05C,2026-04-29,0.6027962160124065
N05C,2026-04-30,0.5927651504487624
R03,2026-04-01,4.804661396187317
R03,2026-04-02,4.9190885618462845
R03,2026-04-03,4.841983918433498
R03,2026-04-04,6.011713823251801
R03,2026-04-05,6.26939724242602
R03,2026-04-06,6.32403997657628
R03,2026-04-07,5.728154059237437
R03,2026-04-08,6.27174640073859
R03,2026-04-09,6.228838631315032
R03,2026-04-10,7.694566138562206
R03,2026-04-11,6.880823959059763
R03,2026-04-12,6.954306142536023
R03,2026-04-13,7.209711555178935
R03,2026-04-14,7.114510209917687
R03,2026-04-15,7.114510209917687
R03,2026-04-16,7.053062901644232
R03,2026-04-17,7.891185637738057
R03,2026-04-18,7.114510209917687
R03,2026-04-19,7.187992393393947
R03,2026-04-20,7.209711555178935
R03,2026-04-21,7.114510209917687
R03,2026-04-22,7.114510209917687
R03,2026-04-23,7.053062901644232
R03,2026-04-24,7.891185637738057
R03,2026-04-25,7.114510209917687
R03,2026-04-26,7.187992393393947
