Date,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06
2025-06-01,5.544772669317694,5.342679915007813,2.9503512376498384,39.46013049228422,6.031675687548222,0.338825601155872,4.010269594187367,1.9549570760980677
2025-06-02,4.916532579148115,4.113739103961163,2.9719106674501305,31.77665563507487,9.527150866008117,0.6066201716926843,4.21336162078534,1.9221804755579142
2025-06-03,4.8153847382672375,4.137310674444209,3.027987504398774,33.401472945875234,9.617394464064956,0.647718896638338,4.136256977372553,1.9221639082803037
2025-06-04,4.647634132266435,4.1708034102676645,2.995164760048988,30.782470802096032,9.515585058569712,0.5989497844691019,4.465750063360904,2.0204335165697427
2025-06-05,4.64824791882102,4.144683593537225,2.995164760048988,36.279474102138664,9.573432198066943,0.5905527931666611,5.375314546621528,2.070192978435716
2025-06-06,4.723425018703319,3.5474642181190097,3.0030642912547023,35.82651380577464,9.588186340714692,0.6382506996569896,5.318312712067188,1.9399956441005153
2025-06-07,5.532519596382819,4.193428269532815,2.995164760048988,41.0950624881529,8.684446113587043,0.5470267736128226,4.563036450547453,2.042657651015682
2025-06-08,5.5519690000527575,4.592557729001734,2.995164760048988,35.675426032471236,6.237762724213412,0.3643073408037352,5.33475593551054,2.1140188063629837
2025-06-09,4.973397334383138,3.558807900236606,3.0049170225795447,32.564357753395555,9.433424534513922,0.6145501931371076,5.33475593551054,2.105062809308592
2025-06-10,4.893177305197306,3.5505443794334393,3.0192925133246473,29.463943944890918,9.476940297508703,0.6626185881849148,5.33475593551054,2.1278877465121706
2025-06-11,4.86132591650859,3.5436991527892254,2.995164760048988,29.32313162024789,9.480441538849442,0.5989497844691019,5.664796422456674,2.1278877465121706
2025-06-12,4.90634417559372,3.5568826757761487,2.995164760048988,32.75632598033927,9.45387224457194,0.5905527931666611,5.643486049398449,2.1229731060028203
2025-06-13,4.930258466418087,3.556881035955881,2.995164760048988,32.07125100540533,9.45387224457194,0.5962934873769061,5.6270428259550975,2.1851614635815197
2025-06-14,5.651307588167031,4.238413860499274,2.995164760048988,39.39328968898586,8.404035761700738,0.5431229464209467,5.645021614923259,2.2770293218408546
2025-06-15,5.649980560182953,4.509159691598262,2.995164760048988,38.69807245799601,6.22866980155456,0.3643073408037352,5.605893311427831,2.232836278446749
2025-06-16,5.089428475563258,3.5564030303746708,3.0049170225795447,31.736185998462545,9.426761794797327,0.6145501931371076,5.7010946566890786,2.2327095235496874
2025-06-17,5.027713245820256,3.5418123328633397,3.0192925133246473,29.538941231420644,9.47027755779211,0.6626185881849148,5.605893311427831,2.2249890084399073
2025-06-18,4.9854113411519005,3.539604645720329,2.995164760048988,27.967495044901717,9.473778799132848,0.5989497844691019,5.689359691962378,2.2249890084399073
2025-06-19,4.9793041526091395,3.5527881687072522,2.995164760048988,31.95157652624201,9.447209504855346,0.5905527931666611,5.646451922538819,2.2154661413318215
2025-06-20,4.9909494521786995,3.556881035955881,2.995164760048988,30.07292393174864,9.447209504855346,0.5962934873769061,5.630008699095467,2.22900645002189
2025-06-21,5.633541723405558,4.238413860499274,2.995164760048988,38.4304416013982,8.397373021984144,0.5431229464209467,5.685580226034246,2.2794781667746777
2025-06-22,5.62380121898883,4.509159691598262,2.995164760048988,39.393862223287925,6.22866980155456,0.3643073408037352,5.646451922538819,2.234804491314447
2025-06-23,5.114304146068533,3.5564030303746708,3.0049170225795447,32.389029031246906,9.426761794797327,0.6145501931371076,5.741653267800067,2.2346777364173858
2025-06-24,5.045968749542746,3.5418123328633397,3.0192925133246473,29.63371535814741,9.47027755779211,0.6626185881849148,5.646451922538819,2.2269572213076056
2025-06-25,4.982905019789073,3.539604645720329,2.995164760048988,28.046509985806168,9.473778799132848,0.5989497844691019,5.689359691962378,2.2269572213076056
2025-06-26,4.974259687435026,3.5527881687072522,2.995164760048988,31.29674788993822,9.447209504855346,0.5905527931666611,5.646451922538819,2.2174343541995194
2025-06-27,4.985904987004587,3.556881035955881,2.995164760048988,29.8974047983075,9.447209504855346,0.5962934873769061,5.630008699095467,2.230974662889588
2025-06-28,5.633541723405558,4.238413860499274,2.995164760048988,38.637604037798674,8.397373021984144,0.5431229464209467,5.685580226034246,2.2794781667746777
2025-06-29,5.62380121898883,4.509159691598262,2.995164760048988,39.480131033931166,6.22866980155456,0.3643073408037352,5.646451922538819,2.234804491314447
2025-06-30,5.114304146068533,3.5564030303746708,3.0049170225795447,32.50473608356386,9.426761794797327,0.6145501931371076,5.741653267800067,2.2346777364173858
