Date,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06
2025-10-01,4.764209184097542,4.312225887043636,2.94226865620625,35.65062879392299,9.802518464385068,0.5936027162982199,4.966037852593823,1.7216828132560644
2025-10-02,4.7535905825346445,4.113921581848378,2.9540758234759856,31.877143008966833,9.594188011555346,0.5914878632772576,4.863354848959592,1.6829627704264656
2025-10-03,4.682757514418125,4.195942822537343,2.995777169679526,31.869432993785278,9.669119224996312,0.5983656229809599,4.682899743059653,1.717316023247735
2025-10-04,5.510491356352854,5.1371836504315755,2.9870821786054,41.200468868561096,8.242336711305223,0.544696640403934,5.736450567134763,1.9355462168090336
2025-10-05,5.695536762305374,5.160579736708886,2.9870821786054,43.87081754199378,6.186199238707923,0.36299929502957085,6.098706718263436,1.7946773754275394
2025-10-06,4.910521869626414,3.5427429363795695,2.9968344411359564,38.32580419831046,9.52674551771009,0.646281253180619,6.115756714443077,1.731506805141735
2025-10-07,4.7387253736682755,3.5263343475109514,3.011209931881059,33.41637192008729,9.648709565994807,0.6736336194725633,5.488035188147133,1.7291687851980362
2025-10-08,4.932472034907503,3.5582710602124537,2.9870821786054,31.816902098830614,9.463710523896374,0.5995172106450014,6.063463138605388,1.7560822412868178
2025-10-09,4.921985752169852,3.5606063840264337,2.9870821786054,30.668399156401385,9.43167972697685,0.5926812152543318,6.02055536918183,1.8553224397265347
2025-10-10,4.942373585043705,3.5613215094872004,2.9870821786054,32.27572463419154,9.43167972697685,0.6037769067715416,6.039058802799352,1.8949708740779476
2025-10-11,5.700751760316069,4.3041583473450595,2.9870821786054,42.34606107045298,8.390927138532431,0.5449750772133072,7.311834514642897,1.9821726221418219
2025-10-12,5.675577321758118,4.624616081068718,2.9870821786054,41.390097873184175,6.239330726912332,0.370731601502526,6.8214244562402415,1.9291309006287216
2025-10-13,5.135093344510738,3.5514833873199723,2.9968344411359564,37.178825812136836,9.41123201691883,0.6166786152247783,7.0932500080406795,1.9097718279315428
2025-10-14,5.045357741559713,3.534917723029107,3.011209931881059,33.610787458939356,9.448085040197018,0.6698729329015682,7.0608453799519415,1.9049597257448792
2025-10-15,5.003148320527788,3.5399506121827526,2.9870821786054,30.519025217789796,9.45158628153776,0.6010782065567727,7.2025818275473705,1.908247595851831
2025-10-16,5.036377480014761,3.5531341351696755,2.9870821786054,31.68354645829032,9.425016987260255,0.5926812152543318,7.1411345192739155,1.8870585375726212
2025-10-17,5.046227485809897,3.5572270024183044,2.9870821786054,32.10199570666045,9.425016987260255,0.6037769067715416,7.979257255367742,1.912265037433814
2025-10-18,5.726530171303009,4.297931757574213,2.9870821786054,42.629019049886274,8.390927138532431,0.5449750772133072,7.2025818275473705,2.0006606259340756
2025-10-19,5.679716057058559,4.5957151619034295,2.9870821786054,40.714028474041875,6.239330726912332,0.370731601502526,7.276064011023631,1.9476189044209764
2025-10-20,5.15857985808624,3.5514833873199723,2.9968344411359564,35.90898925466588,9.404569277202237,0.6166786152247783,7.297783172808619,1.9130596980384946
2025-10-21,5.09343516063837,3.534917723029107,3.011209931881059,32.74020380429506,9.448085040197018,0.6698729329015682,7.2025818275473705,1.908247595851831
2025-10-22,5.059905400414337,3.5399506121827526,2.9870821786054,30.207323068075056,9.45158628153776,0.6010782065567727,7.2025818275473705,1.908247595851831
2025-10-23,5.053230903400949,3.5531341351696755,2.9870821786054,32.06316515424476,9.425016987260255,0.5926812152543318,7.1411345192739155,1.8870585375726212
2025-10-24,5.067748506596135,3.5572270024183044,2.9870821786054,32.10675260871455,9.425016987260255,0.6037769067715416,7.979257255367742,1.912265037433814
2025-10-25,5.717130466155442,4.297931757574213,2.9870821786054,41.49237020468043,8.390927138532431,0.5449750772133072,7.2025818275473705,2.0006606259340756
2025-10-26,5.679716057058559,4.5957151619034295,2.9870821786054,39.95774056180859,6.239330726912332,0.370731601502526,7.276064011023631,1.9476189044209764
2025-10-27,5.15857985808624,3.5514833873199723,2.9968344411359564,35.26950282082128,9.404569277202237,0.6166786152247783,7.297783172808619,1.9130596980384946
2025-10-28,5.097323757824492,3.534917723029107,3.011209931881059,31.5164584648261,9.448085040197018,0.6698729329015682,7.2025818275473705,1.908247595851831
2025-10-29,5.06008094198057,3.5399506121827526,2.9870821786054,29.211709914079062,9.45158628153776,0.6010782065567727,7.2025818275473705,1.908247595851831
2025-10-30,5.053230903400949,3.5531341351696755,2.9870821786054,32.38261596606827,9.425016987260255,0.5926812152543318,7.1411345192739155,1.8870585375726212
2025-10-31,5.067748506596135,3.5572270024183044,2.9870821786054,32.868626259490306,9.425016987260255,0.6037769067715416,7.979257255367742,1.912265037433814
