Date,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06
2025-08-01,4.757320171717853,4.367917815939079,2.94226865620625,33.85901134732956,9.723044647395614,0.5945184521534926,3.951283332877838,1.9411411613530352
2025-08-02,5.819015436862182,4.92320183007799,2.9540758234759856,37.705464848638655,8.645856676679948,0.5536425155973174,4.10937756005325,2.026334502780061
2025-08-03,5.464306847013519,5.104460612053646,2.995777169679526,41.158514659171246,6.373938203442682,0.37414051921083524,3.991816670647282,1.9324447847736603
2025-08-04,4.823463917561902,4.188033203536801,2.9968344411359564,35.2607134953511,9.430767123622742,0.6145501931371076,4.426322939905557,2.0186009802227893
2025-08-05,4.838045177072001,4.084784450032463,3.011209931881059,34.37536142638828,9.591508651468313,0.6626185881849148,5.3171242446090385,2.0721815069286293
2025-08-06,4.754904433872327,3.5249566622910287,2.9870821786054,31.22388429632595,9.581095945583817,0.6353415929470468,5.31947340292161,1.9315893951504437
2025-08-07,4.625582235082054,3.5519877733756378,2.9870821786054,33.191652052935936,9.588096061931953,0.5997400306437726,4.141868271990018,1.9277606675140329
2025-08-08,4.928768333989687,3.5704559806704244,2.9870821786054,31.92395657600293,9.436750500376696,0.6000874887720996,4.999785179176642,2.092642934736951
2025-08-09,5.632678792801838,4.244640450270119,2.9870821786054,41.3722387151144,8.414464752441129,0.5449750772133072,5.315693936993478,2.1833632254586233
2025-08-10,5.6131890495030765,4.522917118162586,2.9870821786054,39.3541527165684,6.231554676938914,0.38156797181639435,5.276565633498051,2.133158764845264
2025-08-11,5.039244749915158,3.558807900236606,2.9968344411359564,35.15942282304411,9.41123201691883,0.6145501931371076,5.276565633498051,2.129912923994864
2025-08-12,4.9908430604249725,3.5459068399322358,3.011209931881059,30.691694779531257,9.454747779913612,0.6626185881849148,5.5636983510206255,2.1278877465121706
2025-08-13,5.017517833006738,3.539604645720329,2.9870821786054,27.637183856761634,9.458249021254352,0.5989497844691019,5.606606120444185,2.1278877465121706
2025-08-14,4.993880375693931,3.5527881687072522,2.9870821786054,32.49592587824159,9.425016987260255,0.5905527931666611,5.5636983510206255,2.2154489577455423
2025-08-15,5.009477738120727,3.556881035955881,2.9870821786054,31.459657583547827,9.425016987260255,0.6016484846838708,5.53125978597199,2.2262572382074395
2025-08-16,5.669323129228433,4.238413860499274,2.9870821786054,38.29767358045434,8.390927138532431,0.5449750772133072,5.586831312910769,2.279054499323548
2025-08-17,5.656605174551989,4.509159691598262,2.9870821786054,39.11841561464886,6.231554676938914,0.38156797181639435,5.547703009415342,2.232836278446749
2025-08-18,5.126071531198815,3.5564030303746708,2.9968344411359564,33.16851462683677,9.404569277202237,0.6145501931371076,5.64290435467659,2.2327095235496874
2025-08-19,5.075739776062867,3.5418123328633397,3.011209931881059,30.025471451729956,9.448085040197018,0.6626185881849148,5.58826162052633,2.2249890084399073
2025-08-20,5.064893328705826,3.539604645720329,2.9870821786054,27.570813941622305,9.45158628153776,0.5989497844691019,5.631169389949889,2.2249890084399073
2025-08-21,5.0317901615924505,3.5527881687072522,2.9870821786054,30.929534083547722,9.425016987260255,0.5905527931666611,5.58826162052633,2.2174343541995194
2025-08-22,5.072560893321389,3.556881035955881,2.9870821786054,30.175380618271824,9.425016987260255,0.6016484846838708,5.571818397082978,2.230974662889588
2025-08-23,5.7042390672648535,4.238413860499274,2.9870821786054,38.48929942385969,8.390927138532431,0.5449750772133072,5.627389924021758,2.2794781667746777
2025-08-24,5.674669083673743,4.509159691598262,2.9870821786054,39.65727856658702,6.231554676938914,0.38156797181639435,5.58826162052633,2.234804491314447
2025-08-25,5.157305821700121,3.5564030303746708,2.9968344411359564,33.03527540574843,9.404569277202237,0.6145501931371076,5.683462965787578,2.2346777364173858
2025-08-26,5.089274271607967,3.5418123328633397,3.011209931881059,29.946037532690408,9.448085040197018,0.6626185881849148,5.58826162052633,2.2269572213076056
2025-08-27,5.0554936235582595,3.539604645720329,2.9870821786054,27.667109219398018,9.45158628153776,0.5989497844691019,5.631169389949889,2.2269572213076056
2025-08-28,5.048643584978638,3.5527881687072522,2.9870821786054,30.96282205481082,9.425016987260255,0.5905527931666611,5.58826162052633,2.2174343541995194
2025-08-29,5.063161188173822,3.556881035955881,2.9870821786054,29.91526434928521,9.425016987260255,0.6016484846838708,5.571818397082978,2.230974662889588
2025-08-30,5.700062909720887,4.238413860499274,2.9870821786054,38.30852519255779,8.390927138532431,0.5449750772133072,5.627389924021758,2.2794781667746777
2025-08-31,5.662648500624003,4.509159691598262,2.9870821786054,39.85210528897975,6.231554676938914,0.38156797181639435,5.58826162052633,2.234804491314447
