Drug,Date,Predicted_Sales
M01AB,2027-02-01,4.900706201014185
M01AB,2027-02-02,4.827557370658783
M01AB,2027-02-03,4.714407045653306
M01AB,2027-02-04,4.608921389646605
M01AB,2027-02-05,4.649511471944739
M01AB,2027-02-06,5.487725358284784
M01AB,2027-02-07,5.482679492348506
M01AB,2027-02-08,4.95349754581794
M01AB,2027-02-09,4.886719931671624
M01AB,2027-02-10,4.840637461329143
M01AB,2027-02-11,4.845327082270794
M01AB,2027-02-12,4.915177939653097
M01AB,2027-02-13,5.609356180348075
M01AB,2027-02-14,5.6417522754510285
M01AB,2027-02-15,5.114310533755395
M01AB,2027-02-16,5.02674730641172
M01AB,2027-02-17,4.986617777350713
M01AB,2027-02-18,4.975800069389316
M01AB,2027-02-19,4.989983512770163
M01AB,2027-02-20,5.6253134386736345
M01AB,2027-02-21,5.615572934256907
M01AB,2027-02-22,5.113338206659997
M01AB,2027-02-23,5.04500281013421
M01AB,2027-02-24,4.981939080380537
M01AB,2027-02-25,4.97329374802649
M01AB,2027-02-26,4.9849390475960496
M01AB,2027-02-27,5.6253134386736345
M01AB,2027-02-28,5.615572934256907
M01AE,2027-02-01,4.673211339708977
M01AE,2027-02-02,4.47306935166859
M01AE,2027-02-03,4.5708781022387655
M01AE,2027-02-04,4.584638726407929
M01AE,2027-02-05,4.5749602499965265
M01AE,2027-02-06,4.337945939605923
M01AE,2027-02-07,4.429511618097806
M01AE,2027-02-08,3.9018298748261655
M01AE,2027-02-09,3.820042378675283
M01AE,2027-02-10,3.828395187509248
M01AE,2027-02-11,3.8291934672586945
M01AE,2027-02-12,3.8272441481076043
M01AE,2027-02-13,4.409717941643793
M01AE,2027-02-14,4.567503203486245
M01AE,2027-02-15,3.814853849869057
M01AE,2027-02-16,3.803072998308244
M01AE,2027-02-17,3.816061761738074
M01AE,2027-02-18,3.8260991981108714
M01AE,2027-02-19,3.8301920653594994
M01AE,2027-02-20,4.409717941643793
M01AE,2027-02-21,4.567503203486245
M01AE,2027-02-22,3.814853849869057
M01AE,2027-02-23,3.803072998308244
M01AE,2027-02-24,3.816061761738074
M01AE,2027-02-25,3.8260991981108714
M01AE,2027-02-26,3.8301920653594994
M01AE,2027-02-27,4.409717941643793
M01AE,2027-02-28,4.567503203486245
N02BA,2027-02-01,3.4318462484437795
N02BA,2027-02-02,3.635227647013547
N02BA,2027-02-03,3.774081186885419
N02BA,2027-02-04,3.676133533348676
N02BA,2027-02-05,3.676133533348676
N02BA,2027-02-06,3.676133533348676
N02BA,2027-02-07,3.676133533348676
N02BA,2027-02-08,3.676133533348676
N02BA,2027-02-09,3.676133533348676
N02BA,2027-02-10,3.676133533348676
N02BA,2027-02-11,3.676133533348676
N02BA,2027-02-12,3.676133533348676
N02BA,2027-02-13,3.676133533348676
N02BA,2027-02-14,3.676133533348676
N02BA,2027-02-15,3.676133533348676
N02BA,2027-02-16,3.676133533348676
N02BA,2027-02-17,3.676133533348676
N02BA,2027-02-18,3.676133533348676
N02BA,2027-02-19,3.676133533348676
N02BA,2027-02-20,3.676133533348676
N02BA,2027-02-21,3.676133533348676
N02BA,2027-02-22,3.676133533348676
N02BA,2027-02-23,3.676133533348676
N02BA,2027-02-24,3.676133533348676
N02BA,2027-02-25,3.676133533348676
N02BA,2027-02-26,3.676133533348676
N02BA,2027-02-27,3.676133533348676
N02BA,2027-02-28,3.676133533348676
N02BE,2027-02-01,35.80613002460767
N02BE,2027-02-02,32.432648077336225
N02BE,2027-02-03,34.59525480821141
N02BE,2027-02-04,35.94404504686469
N02BE,2027-02-05,37.65486653271437
N02BE,2027-02-06,42.1587547711328
N02BE,2027-02-07,39.40644088799429
N02BE,2027-02-08,35.57564092912499
N02BE,2027-02-09,32.211185737998775
N02BE,2027-02-10,32.724205154298836
N02BE,2027-02-11,36.6443051454086
N02BE,2027-02-12,37.49623855820749
N02BE,2027-02-13,40.56275133001483
N02BE,2027-02-14,36.82758819786077
N02BE,2027-02-15,35.90601973785019
N02BE,2027-02-16,31.455171236598666
N02BE,2027-02-17,34.11293158873474
N02BE,2027-02-18,37.046112390301104
N02BE,2027-02-19,37.955935964372784
N02BE,2027-02-20,39.86719070540136
N02BE,2027-02-21,36.269843499275744
N02BE,2027-02-22,34.245763366891744
N02BE,2027-02-23,31.65344533197664
N02BE,2027-02-24,34.5588599083835
N02BE,2027-02-25,36.070283671812085
N02BE,2027-02-26,37.00529219327523
N02BE,2027-02-27,39.72408665738509
N02BE,2027-02-28,36.199160815741315
N05B,2027-02-01,9.923954200638114
N05B,2027-02-02,9.76169778987943
N05B,2027-02-03,9.801753931981317
N05B,2027-02-04,9.649223186510067
N05B,2027-02-05,9.721289299701727
N05B,2027-02-06,8.82077858979092
N05B,2027-02-07,5.726741381126349
N05B,2027-02-08,9.459986477078113
N05B,2027-02-09,9.54940044357845
N05B,2027-02-10,9.55290168491919
N05B,2027-02-11,9.520870887999665
N05B,2027-02-12,9.520870887999665
N05B,2027-02-13,8.453292059588822
N05B,2027-02-14,6.269831709234636
N05B,2027-02-15,9.500423177941649
