Date,Drug,Model,Actual_Sales,Predicted_Sales,Set
2019-06-12,R03,RandomForest,1.0,5.545480639489479,Train
2014-01-25,R03,RandomForest,5.0,4.237804120882793,Train
2015-10-05,R03,RandomForest,7.0,7.242816023880745,Train
2015-07-31,R03,RandomForest,0.0,2.022766450555082,Train
2015-09-09,R03,RandomForest,2.0,4.163555050152843,Train
2014-01-19,R03,RandomForest,1.0,4.182834367471331,Train
2016-03-27,R03,RandomForest,1.0,6.274171444635545,Train
2016-08-16,R03,RandomForest,11.0,3.2817297450729774,Train
2018-12-16,R03,RandomForest,7.0,9.050381282928011,Train
2014-12-09,R03,RandomForest,0.0,5.286590594277417,Train
2017-09-16,R03,RandomForest,0.0,4.871485452081408,Train
2019-02-14,R03,RandomForest,7.0,8.001226013392523,Train
2015-02-15,R03,RandomForest,7.0,5.9733036267175565,Train
2015-04-16,R03,RandomForest,9.0,4.314728165197793,Train
2016-11-30,R03,RandomForest,7.0,5.45321572239078,Train
2017-12-18,R03,RandomForest,8.0,6.761326130260188,Train
2016-12-16,R03,RandomForest,23.0,9.62963861756675,Train
2018-06-03,R03,RandomForest,0.0,5.93244056243965,Train
2014-04-06,R03,RandomForest,0.0,4.036193236443753,Train
2018-09-11,R03,RandomForest,6.0,5.912400100936674,Train
2016-06-10,R03,RandomForest,0.0,4.20800584104233,Train
2019-05-18,R03,RandomForest,5.0,9.633941808695495,Train
2019-01-19,R03,RandomForest,1.0,9.380185052830784,Train
2019-01-15,R03,RandomForest,19.0,8.805159990865027,Train
2017-02-18,R03,RandomForest,0.0,4.815375909173597,Train
2019-01-16,R03,RandomForest,17.0,9.900349619396371,Train
2019-08-16,R03,RandomForest,10.0,5.07305588489417,Train
2019-06-08,R03,RandomForest,0.0,6.839547125458852,Train
2016-01-31,R03,RandomForest,6.0,8.081897823427695,Train
2015-11-11,R03,RandomForest,12.0,6.434521862644478,Train
2016-11-13,R03,RandomForest,5.0,6.163097318486931,Train
2019-04-12,R03,RandomForest,6.0,6.9452075743832795,Train
2016-02-16,R03,RandomForest,9.0,5.939124985204235,Train
2014-06-05,R03,RandomForest,0.0,3.256199702910385,Train
2014-06-15,R03,RandomForest,0.0,3.5703159123701833,Train
2018-04-01,R03,RandomForest,22.0,5.813237502286323,Train
2019-08-24,R03,RandomForest,0.0,4.705767214852826,Train
2019-02-27,R03,RandomForest,1.0,5.879682807024449,Train
2016-08-17,R03,RandomForest,5.0,4.600500704062324,Train
2017-05-08,R03,RandomForest,1.0,5.356898606561319,Train
2016-10-01,R03,RandomForest,4.0,5.431140360874044,Train
2016-12-23,R03,RandomForest,8.0,7.896734181137602,Train
2018-12-25,R03,RandomForest,21.0,8.560521866839728,Train
2017-06-05,R03,RandomForest,0.0,5.98715447890682,Train
2016-12-20,R03,RandomForest,1.0,7.079196639919041,Train
2016-03-18,R03,RandomForest,8.0,10.246517823342376,Train
2018-01-05,R03,RandomForest,21.0,7.155329953709828,Train
2017-03-10,R03,RandomForest,0.0,4.808755195252978,Train
2015-03-31,R03,RandomForest,2.0,5.381706533271147,Train
2015-11-13,R03,RandomForest,0.0,7.413913898996497,Train
2014-04-13,R03,RandomForest,5.0,4.006076104566891,Train
2014-11-25,R03,RandomForest,2.0,4.254855831252189,Train
2014-08-05,R03,RandomForest,0.0,1.9549592669915525,Train
2016-07-03,R03,RandomForest,11.0,5.301248196673502,Train
2014-08-10,R03,RandomForest,0.0,1.9769285152035205,Train
2019-05-13,R03,RandomForest,11.0,11.073601288693261,Train
2017-08-19,R03,RandomForest,11.0,4.181378280732522,Train
2017-09-02,R03,RandomForest,1.0,4.370695170252363,Train
2017-02-04,R03,RandomForest,7.5,5.642963528646964,Train
2015-02-12,R03,RandomForest,5.0,5.802307522247011,Train
2017-03-08,R03,RandomForest,0.0,4.586035585921063,Train
2018-09-20,R03,RandomForest,0.0,6.4043008404869655,Train
2016-01-27,R03,RandomForest,5.0,6.71214301148127,Train
2018-01-17,R03,RandomForest,41.0,8.10804965833836,Train
2014-07-10,R03,RandomForest,5.0,2.1074383773411283,Train
2016-08-01,R03,RandomForest,1.0,4.152884302614282,Train
2019-06-22,R03,RandomForest,12.0,4.827977086787356,Train
2018-04-28,R03,RandomForest,6.0,6.7948694801717915,Train
2015-02-21,R03,RandomForest,0.0,6.682500325859855,Train
2018-10-29,R03,RandomForest,10.0,10.987210733153418,Train
2018-05-25,R03,RandomForest,1.0,5.006584867958001,Train
2018-03-11,R03,RandomForest,11.0,8.408206415812757,Train
2018-12-21,R03,RandomForest,13.0,10.750656621503998,Train
2014-05-19,R03,RandomForest,3.0,4.850926991396112,Train
2017-08-25,R03,RandomForest,0.0,4.2269305714632655,Train
